language,code,efficiency_score
Java,public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16)); } },82
JavaScript,console.log([...Array(10).keys()]);,85
Java,"public class Main { public static void main(String[] args) { System.out.println(""Efficient code""); } }",67
Python,print([i for i in range(10)]),67
Python,print([i for i in range(10)]),74
JavaScript,"let arr=[];
for(let i=0;i<10000;i++){arr.push(i);}",83
Java,public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16)); } },92
JavaScript,"let nums=[];
for(let i=0;i<5000;i++){nums.push(i);}",81
Java,public class Main { public static void main(String[] args) { for(int i=0;i<10;i++) System.out.println(i); } },76
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code""); } }",70
Java,public class Main { public static void main(String[] args) { int i=0; while(i<10){System.out.println(i);i++;} } },75
Python,"i=0
while i<10:
  print(i)
  i+=1",62
Python,def factorial(n): return 1 if n==0 else n*factorial(n-1),86
JavaScript,"let sum=0;
for(let i=0;i<10000;i++){sum+=i;}",72
Java,public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16)); } },94
JavaScript,console.log([...Array(10).keys()]);,73
Java,public class Main { public static void main(String[] args) { int[] arr = new int[10000]; for(int i=0;i<10000;i++){arr[i]=i;} } },51
Python,"import numpy as np
a=np.arange(10)
print(a)",90
JavaScript,console.log('Hello World');,63
Java,public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16)); } },89
JavaScript,for(let i=0;i<10;i++){console.log(i);},51
Python,x = [i**2 for i in range(10000)],59
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code""); } }",54
Java,public class Main { public static void main(String[] args) { int i=0; while(i<10){System.out.println(i);i++;} } },56
Python,"a=[]
for i in range(10000): a.append(i)",62
Python,print([i for i in range(10)]),74
Java,public class Main { public static void main(String[] args) { int i=0; while(i<10){System.out.println(i);i++;} } },81
Java,"public class Main { public static void main(String[] args) { System.out.println(""Efficient code""); } }",70
JavaScript,console.log(Math.sqrt(16));,99
Python,x = [i**2 for i in range(10000)],78
Python,for i in range(10): print(i),72
Java,public class Main { public static void main(String[] args) { for(int i=0;i<10;i++) System.out.println(i); } },50
Python,print([i for i in range(10)]),53
Java,public class Main { public static void main(String[] args) { for(int i=0;i<10;i++) System.out.println(i); } },50
JavaScript,"let arr=[];
for(let i=0;i<10000;i++){arr.push(i);}",61
Python,print([i for i in range(10)]),70
Python,"a=[]
for i in range(10000): a.append(i)",81
Java,public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16)); } },80
Java,"public class Main { public static void main(String[] args) { System.out.println(""Hello World""); } }",70
Python,"i=0
while i<10:
  print(i)
  i+=1",64
Java,public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16)); } },88
JavaScript,"let arr=[];
for(let i=0;i<10000;i++){arr.push(i);}",56
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code""); } }",61
JavaScript,for(let i=0;i<10;i++){console.log(i);},62
JavaScript,"let i=0;
while(i<10){console.log(i);i++;}",65
Python,"import numpy as np
a=np.arange(10)
print(a)",81
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code""); } }",73
Java,public class Main { public static void main(String[] args) { int[] arr = new int[10000]; for(int i=0;i<10000;i++){arr[i]=i;} } },75
Python,for i in range(10): print(i),70
Java,public class Main { public static void main(String[] args) { System.out.println(factorial(5)); } static int factorial(int n){ return n==0?1:n*factorial(n-1); } },82
Python,"from math import sqrt
print(sqrt(16))",75
JavaScript,function fact(n){return n==0?1:n*fact(n-1);},67
Java,public class Main { public static void main(String[] args) { System.out.println(factorial(5)); } static int factorial(int n){ return n==0?1:n*factorial(n-1); } },90
Java,"public class Main { public static void main(String[] args) { System.out.println(""Efficient code""); } }",53
Java,public class Main { public static void main(String[] args) { int i=0; while(i<10){System.out.println(i);i++;} } },75
Python,"import numpy as np
a=np.arange(10)
print(a)",80
JavaScript,"let sum=0;
for(let i=0;i<10000;i++){sum+=i;}",85
Python,def factorial(n): return 1 if n==0 else n*factorial(n-1),73
Python,def factorial(n): return 1 if n==0 else n*factorial(n-1),88
Python,"def fact(n): res=1
for i in range(2,n+1): res*=i
return res",80
JavaScript,"let i=0;
while(i<10){console.log(i);i++;}",74
JavaScript,"let nums=[];
for(let i=0;i<5000;i++){nums.push(i);}",60
JavaScript,function fact(n){return n==0?1:n*fact(n-1);},81
JavaScript,console.log(Math.sqrt(16));,85
Java,"public class Main { public static void main(String[] args) { System.out.println(""Hello World""); } }",69
JavaScript,"let arr=[];
for(let i=0;i<10000;i++){arr.push(i);}",61
JavaScript,"let sum=0;
for(let i=0;i<10000;i++){sum+=i;}",73
Java,public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16)); } },84
Python,"a=[]
for i in range(10000): a.append(i)",79
JavaScript,console.log([...Array(10).keys()]);,59
Python,def factorial(n): return 1 if n==0 else n*factorial(n-1),71
Java,public class Main { public static void main(String[] args) { int i=0; while(i<10){System.out.println(i);i++;} } },70
JavaScript,"let arr=[];
for(let i=0;i<10000;i++){arr.push(i);}",64
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code""); } }",62
Java,public class Main { public static void main(String[] args) { int[] nums = new int[5000]; for(int i=0;i<5000;i++){nums[i]=i;} } },62
JavaScript,"let arr=[];
for(let i=0;i<10000;i++){arr.push(i);}",70
JavaScript,"let sum=0;
for(let i=0;i<10000;i++){sum+=i;}",79
JavaScript,"let arr=[];
for(let i=0;i<10000;i++){arr.push(i);}",56
Java,public class Main { public static void main(String[] args) { for(int i=0;i<10;i++) System.out.println(i); } },58
Python,print('Hello World'),75
Java,public class Main { public static void main(String[] args) { int i=0; while(i<10){System.out.println(i);i++;} } },79
Java,public class Main { public static void main(String[] args) { int sum=0; for(int i=0;i<10000;i++){sum+=i;} System.out.println(sum); } },76
JavaScript,console.log(Math.sqrt(16));,89
Java,public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16)); } },95
JavaScript,"let nums=[];
for(let i=0;i<5000;i++){nums.push(i);}",69
Python,"def fact(n): res=1
for i in range(2,n+1): res*=i
return res",68
JavaScript,console.log(Math.sqrt(16));,98
Java,public class Main { public static void main(String[] args) { System.out.println(factorial(5)); } static int factorial(int n){ return n==0?1:n*factorial(n-1); } },70
Java,public class Main { public static void main(String[] args) { for(int i=0;i<10;i++) System.out.println(i); } },79
Python,"import numpy as np
a=np.arange(10)
print(a)",88
Python,def factorial(n): return 1 if n==0 else n*factorial(n-1),71
Java,"public class Main { public static void main(String[] args) { System.out.println(""Hello World""); } }",63
Java,"public class Main { public static void main(String[] args) { System.out.println(""Efficient code""); } }",51
JavaScript,"let x = Array.from({length:10000}, (_,i)=>i*i);",64
Python,for i in range(10): print(i),79
Python,"import numpy as np
a=np.arange(10)
print(a)",87
JavaScript,console.log([...Array(10).keys()]);,54
JavaScript,console.log('Hello World');,73
JavaScript,"let nums=[];
for(let i=0;i<5000;i++){nums.push(i);}",51
Java,public class Main { public static void main(String[] args) { for(int i=0;i<10;i++) System.out.println(i); } },65
JavaScript,for(let i=0;i<10;i++){console.log(i);},80
JavaScript,"let i=0;
while(i<10){console.log(i);i++;}",56
Java,public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16)); } },93
Java,public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16)); } },90
Java,public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16)); } },83
Python,"a=[]
for i in range(10000): a.append(i)",82
JavaScript,"let x = Array.from({length:10000}, (_,i)=>i*i);",52
Python,"a=[]
for i in range(10000): a.append(i)",56
Python,print([i for i in range(10)]),67
Python,x = [i**2 for i in range(10000)],59
JavaScript,"let x = Array.from({length:10000}, (_,i)=>i*i);",70
Python,"def fact(n): res=1
for i in range(2,n+1): res*=i
return res",66
Python,def factorial(n): return 1 if n==0 else n*factorial(n-1),75
Java,public class Main { public static void main(String[] args) { System.out.println(factorial(5)); } static int factorial(int n){ return n==0?1:n*factorial(n-1); } },74
Java,public class Main { public static void main(String[] args) { System.out.println(factorial(5)); } static int factorial(int n){ return n==0?1:n*factorial(n-1); } },86
Java,"public class Main { public static void main(String[] args) { System.out.println(""Efficient code""); } }",65
Python,"a=[]
for i in range(10000): a.append(i)",62
JavaScript,console.log(Math.sqrt(16));,97
Python,for i in range(10): print(i),50
Java,public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16)); } },93
Python,"i=0
while i<10:
  print(i)
  i+=1",69
Python,x = [i**2 for i in range(10000)],76
Python,for i in range(10): print(i),66
JavaScript,function fact(n){return n==0?1:n*fact(n-1);},66
Java,public class Main { public static void main(String[] args) { int sum=0; for(int i=0;i<10000;i++){sum+=i;} System.out.println(sum); } },82
JavaScript,"let nums=[];
for(let i=0;i<5000;i++){nums.push(i);}",67
JavaScript,"let nums=[];
for(let i=0;i<5000;i++){nums.push(i);}",50
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code""); } }",63
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code""); } }",51
JavaScript,"let arr=[];
for(let i=0;i<10000;i++){arr.push(i);}",53
JavaScript,"let nums=[];
for(let i=0;i<5000;i++){nums.push(i);}",83
JavaScript,"let sum=0;
for(let i=0;i<10000;i++){sum+=i;}",77
Python,"a=[]
for i in range(10000): a.append(i)",55
JavaScript,"let nums=[];
for(let i=0;i<5000;i++){nums.push(i);}",60
JavaScript,"let sum=0;
for(let i=0;i<10000;i++){sum+=i;}",90
JavaScript,console.log([...Array(10).keys()]);,64
Java,"public class Main { public static void main(String[] args) { System.out.println(""Efficient code""); } }",52
Java,public class Main { public static void main(String[] args) { int i=0; while(i<10){System.out.println(i);i++;} } },76
Java,public class Main { public static void main(String[] args) { for(int i=0;i<10;i++) System.out.println(i); } },75
Java,public class Main { public static void main(String[] args) { int[] arr = new int[10000]; for(int i=0;i<10000;i++){arr[i]=i;} } },50
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code""); } }",59
Java,"public class Main { public static void main(String[] args) { System.out.println(""Efficient code""); } }",65
Python,"def fact(n): res=1
for i in range(2,n+1): res*=i
return res",59
JavaScript,for(let i=0;i<10;i++){console.log(i);},64
Python,"i=0
while i<10:
  print(i)
  i+=1",85
Python,x = [i**2 for i in range(10000)],75
JavaScript,console.log([...Array(10).keys()]);,58
Python,def factorial(n): return 1 if n==0 else n*factorial(n-1),83
Python,"a=[]
for i in range(10000): a.append(i)",59
JavaScript,console.log('Hello World');,64
JavaScript,console.log('Hello World');,66
JavaScript,"let x = Array.from({length:10000}, (_,i)=>i*i);",78
Python,"def fact(n): res=1
for i in range(2,n+1): res*=i
return res",84
Python,"i=0
while i<10:
  print(i)
  i+=1",63
Java,public class Main { public static void main(String[] args) { System.out.println(factorial(5)); } static int factorial(int n){ return n==0?1:n*factorial(n-1); } },89
Python,"from math import sqrt
print(sqrt(16))",61
Python,"from math import sqrt
print(sqrt(16))",74
Java,public class Main { public static void main(String[] args) { int i=0; while(i<10){System.out.println(i);i++;} } },56
Python,"def fact(n): res=1
for i in range(2,n+1): res*=i
return res",73
JavaScript,"let x = Array.from({length:10000}, (_,i)=>i*i);",54
Python,for i in range(10): print(i),63
Python,"i=0
while i<10:
  print(i)
  i+=1",61
JavaScript,"let i=0;
while(i<10){console.log(i);i++;}",80
Java,public class Main { public static void main(String[] args) { int i=0; while(i<10){System.out.println(i);i++;} } },57
Python,"a=[]
for i in range(10000): a.append(i)",70
Java,public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16)); } },81
Python,def factorial(n): return 1 if n==0 else n*factorial(n-1),71
